Date,T2m_Anomaly
1957-12-25,12.116
1957-12-26,12.044
1957-12-27,12.0
1957-12-28,11.922
1957-12-29,11.859
1957-12-30,11.795
1957-12-31,11.789
1958-01-01,11.818
1958-01-02,11.849
1958-01-03,11.868
1958-01-04,11.914
1958-01-05,11.973
1958-01-06,11.98
1958-01-07,12.007
1958-01-08,12.004
1958-01-09,11.994
1958-01-10,11.973
1958-01-11,12.04
1958-01-12,12.066
1958-01-13,12.105
1958-01-14,12.061
1958-01-15,12.011
1958-01-16,12.045
1958-01-17,12.111
1958-01-18,12.139
1958-01-19,12.171
1958-01-20,12.272
1958-01-21,12.343
1958-01-22,12.347
1958-01-23,12.363
1958-01-24,12.441
1958-01-25,12.498
1958-01-26,12.44
1958-01-27,12.349
1958-01-28,12.339
1958-01-29,12.381
1958-01-30,12.303
1958-01-31,12.181
1958-02-01,12.121
1958-02-02,12.123
1958-02-03,12.165
1958-02-04,12.198
1958-02-05,12.27
1958-02-06,12.264
1958-02-07,12.217
1958-02-08,12.202
1958-02-09,12.205
1958-02-10,12.216
1958-02-11,12.183
1958-02-12,12.149
1958-02-13,12.1
1958-02-14,12.055
1958-02-15,12.063
1958-02-16,12.087
1958-02-17,12.171
1958-02-18,12.245
1958-02-19,12.272
1958-02-20,12.295
1958-02-21,12.306
1958-02-22,12.407
1958-02-23,12.487
1958-02-24,12.533
1958-02-25,12.548
1958-02-26,12.511
1958-02-27,12.446
1958-02-28,12.382
1958-03-01,12.442
1958-03-02,12.491
1958-03-03,12.548
1958-03-04,12.601
1958-03-05,12.678
1958-03-06,12.792
1958-03-07,12.864
1958-03-08,12.931
1958-03-09,12.926
1958-03-10,12.896
1958-03-11,12.873
1958-03-12,12.866
1958-03-13,12.808
1958-03-14,12.761
1958-03-15,12.726
1958-03-16,12.74
1958-03-17,12.768
1958-03-18,12.791
1958-03-19,12.782
1958-03-20,12.76
1958-03-21,12.78
1958-03-22,12.834
1958-03-23,12.891
1958-03-24,12.962
1958-03-25,13.037
1958-03-26,13.107
1958-03-27,13.154
1958-03-28,13.183
1958-03-29,13.263
1958-03-30,13.37
1958-03-31,13.402
1958-04-01,13.467
1958-04-02,13.557
1958-04-03,13.645
1958-04-04,13.644
1958-04-05,13.636
1958-04-06,13.654
1958-04-07,13.65
1958-04-08,13.667
1958-04-09,13.722
1958-04-10,13.734
1958-04-11,13.711
1958-04-12,13.685
1958-04-13,13.742
1958-04-14,13.811
1958-04-15,13.857
1958-04-16,13.841
1958-04-17,13.84
1958-04-18,13.885
1958-04-19,13.827
1958-04-20,13.814
1958-04-21,13.82
1958-04-22,13.863
1958-04-23,13.886
1958-04-24,13.969
1958-04-25,14.05
1958-04-26,14.132
1958-04-27,14.101
1958-04-28,14.077
1958-04-29,14.122
1958-04-30,14.183
1958-05-01,14.23
1958-05-02,14.236
1958-05-03,14.282
1958-05-04,14.287
1958-05-05,14.398
1958-05-06,14.459
1958-05-07,14.533
1958-05-08,14.568
1958-05-09,14.612
1958-05-10,14.616
1958-05-11,14.647
1958-05-12,14.685
1958-05-13,14.672
1958-05-14,14.73
1958-05-15,14.799
1958-05-16,14.897
1958-05-17,14.966
1958-05-18,15.042
1958-05-19,15.028
1958-05-20,14.998
1958-05-21,15.066
1958-05-22,15.09
1958-05-23,15.141
1958-05-24,15.211
1958-05-25,15.261
1958-05-26,15.238
1958-05-27,15.238
1958-05-28,15.23
1958-05-29,15.196
1958-05-30,15.184
1958-05-31,15.19
1958-06-01,15.202
1958-06-02,15.25
1958-06-03,15.313
1958-06-04,15.415
1958-06-05,15.45
1958-06-06,15.433
1958-06-07,15.395
1958-06-08,15.4
1958-06-09,15.411
1958-06-10,15.404
1958-06-11,15.348
1958-06-12,15.368
1958-06-13,15.453
1958-06-14,15.493
1958-06-15,15.447
1958-06-16,15.375
1958-06-17,15.341
1958-06-18,15.319
1958-06-19,15.307
1958-06-20,15.371
1958-06-21,15.462
1958-06-22,15.44
1958-06-23,15.509
1958-06-24,15.555
1958-06-25,15.492
1958-06-26,15.461
1958-06-27,15.55
1958-06-28,15.665
1958-06-29,15.725
1958-06-30,15.793
1958-07-01,15.808
1958-07-02,15.799
1958-07-03,15.808
1958-07-04,15.797
1958-07-05,15.722
1958-07-06,15.676
1958-07-07,15.694
1958-07-08,15.705
1958-07-09,15.722
1958-07-10,15.72
1958-07-11,15.66
1958-07-12,15.643
1958-07-13,15.649
1958-07-14,15.71
1958-07-15,15.764
1958-07-16,15.832
1958-07-17,15.806
1958-07-18,15.85
1958-07-19,15.891
1958-07-20,15.795
1958-07-21,15.737
1958-07-22,15.709
1958-07-23,15.708
1958-07-24,15.756
1958-07-25,15.755
1958-07-26,15.727
1958-07-27,15.712
1958-07-28,15.739
1958-07-29,15.724
1958-07-30,15.696
1958-07-31,15.631
1958-08-01,15.656
1958-08-02,15.647
1958-08-03,15.621
1958-08-04,15.611
1958-08-05,15.552
1958-08-06,15.51
1958-08-07,15.477
1958-08-08,15.536
1958-08-09,15.585
1958-08-10,15.608
1958-08-11,15.647
1958-08-12,15.706
1958-08-13,15.688
1958-08-14,15.666
1958-08-15,15.67
1958-08-16,15.67
1958-08-17,15.685
1958-08-18,15.672
1958-08-19,15.583
1958-08-20,15.56
1958-08-21,15.56
1958-08-22,15.508
1958-08-23,15.452
1958-08-24,15.422
1958-08-25,15.385
1958-08-26,15.367
1958-08-27,15.362
1958-08-28,15.3
1958-08-29,15.262
1958-08-30,15.237
1958-08-31,15.322
1958-09-01,15.398
1958-09-02,15.374
1958-09-03,15.362
1958-09-04,15.288
1958-09-05,15.198
1958-09-06,15.162
1958-09-07,15.111
1958-09-08,15.081
1958-09-09,15.024
1958-09-10,14.951
1958-09-11,14.883
1958-09-12,14.854
1958-09-13,14.769
1958-09-14,14.671
1958-09-15,14.577
1958-09-16,14.53
1958-09-17,14.466
1958-09-18,14.451
1958-09-19,14.48
1958-09-20,14.47
1958-09-21,14.467
1958-09-22,14.513
1958-09-23,14.595
1958-09-24,14.679
1958-09-25,14.714
1958-09-26,14.696
1958-09-27,14.576
1958-09-28,14.521
1958-09-29,14.454
1958-09-30,14.382
1958-10-01,14.349
1958-10-02,14.291
1958-10-03,14.264
1958-10-04,14.283
1958-10-05,14.263
1958-10-06,14.228
1958-10-07,14.214
1958-10-08,14.186
1958-10-09,14.077
1958-10-10,13.944
1958-10-11,13.869
1958-10-12,13.884
1958-10-13,13.847
1958-10-14,13.856
1958-10-15,13.871
1958-10-16,13.812
1958-10-17,13.783
1958-10-18,13.774
1958-10-19,13.741
1958-10-20,13.661
1958-10-21,13.545
1958-10-22,13.484
1958-10-23,13.523
1958-10-24,13.534
1958-10-25,13.513
1958-10-26,13.48
1958-10-27,13.486
1958-10-28,13.466
1958-10-29,13.473
1958-10-30,13.401
1958-10-31,13.313
1958-11-01,13.277
1958-11-02,13.259
1958-11-03,13.208
1958-11-04,13.212
1958-11-05,13.173
1958-11-06,13.115
1958-11-07,13.064
1958-11-08,12.972
1958-11-09,12.931
1958-11-10,12.902
1958-11-11,12.884
1958-11-12,12.816
1958-11-13,12.746
1958-11-14,12.713
1958-11-15,12.661
1958-11-16,12.626
1958-11-17,12.571
1958-11-18,12.588
1958-11-19,12.695
1958-11-20,12.699
1958-11-21,12.655
1958-11-22,12.585
1958-11-23,12.53
1958-11-24,12.504
1958-11-25,12.417
1958-11-26,12.35
1958-11-27,12.32
1958-11-28,12.244
1958-11-29,12.168
1958-11-30,12.203
1958-12-01,12.263
1958-12-02,12.255
1958-12-03,12.296
1958-12-04,12.324
1958-12-05,12.353
1958-12-06,12.307
1958-12-07,12.329
1958-12-08,12.305
1958-12-09,12.235
1958-12-10,12.141
1958-12-11,12.144
1958-12-12,12.144
1958-12-13,12.055
1958-12-14,11.959
1958-12-15,12.013
1958-12-16,12.128
1958-12-17,12.158
1958-12-18,12.118
1958-12-19,12.102
1958-12-20,12.08
1958-12-21,12.025
1958-12-22,12.026
1958-12-23,12.005
1958-12-24,11.918
1958-12-25,11.782
1958-12-26,11.728
1958-12-27,11.747
1958-12-28,11.753
1958-12-29,11.719
1958-12-30,11.651
1958-12-31,11.621
1959-01-01,11.615
1959-01-02,11.567
1959-01-03,11.517
1959-01-04,11.5
1959-01-05,11.459
1959-01-06,11.493
1959-01-07,11.67
1959-01-08,11.771
1959-01-09,11.822
1959-01-10,11.878
1959-01-11,11.88
1959-01-12,11.923
1959-01-13,11.997
1959-01-14,12.03
1959-01-15,12.01
1959-01-16,11.958
1959-01-17,12.027
1959-01-18,12.122
1959-01-19,12.14
1959-01-20,12.147
1959-01-21,12.1
1959-01-22,12.097
1959-01-23,12.175
1959-01-24,12.222
1959-01-25,12.183
1959-01-26,12.107
1959-01-27,12.122
1959-01-28,12.156
1959-01-29,12.159
1959-01-30,12.067
1959-01-31,12.022
1959-02-01,12.028
1959-02-02,12.107
1959-02-03,12.169
1959-02-04,12.228
1959-02-05,12.164
1959-02-06,12.036
1959-02-07,12.008
1959-02-08,11.98
1959-02-09,11.957
1959-02-10,11.998
1959-02-11,11.989
1959-02-12,12.05
1959-02-13,12.17
1959-02-14,12.171
1959-02-15,12.125
1959-02-16,12.15
1959-02-17,12.198
1959-02-18,12.183
1959-02-19,12.111
1959-02-20,12.096
1959-02-21,12.154
1959-02-22,12.244
1959-02-23,12.36
1959-02-24,12.394
1959-02-25,12.388
1959-02-26,12.395
1959-02-27,12.424
1959-02-28,12.461
1959-03-01,12.529
1959-03-02,12.535
1959-03-03,12.584
1959-03-04,12.663
1959-03-05,12.641
1959-03-06,12.608
1959-03-07,12.591
1959-03-08,12.617
1959-03-09,12.693
1959-03-10,12.76
1959-03-11,12.825
1959-03-12,12.835
1959-03-13,12.839
1959-03-14,12.898
1959-03-15,12.929
1959-03-16,12.973
1959-03-17,12.986
1959-03-18,12.994
1959-03-19,13.079
1959-03-20,13.15
1959-03-21,13.196
1959-03-22,13.199
1959-03-23,13.282
1959-03-24,13.305
1959-03-25,13.35
1959-03-26,13.395
1959-03-27,13.39
1959-03-28,13.378
1959-03-29,13.353
1959-03-30,13.357
1959-03-31,13.383
1959-04-01,13.499
1959-04-02,13.51
1959-04-03,13.538
1959-04-04,13.593
1959-04-05,13.597
1959-04-06,13.542
1959-04-07,13.534
1959-04-08,13.628
1959-04-09,13.772
1959-04-10,13.812
1959-04-11,13.836
1959-04-12,13.823
1959-04-13,13.801
1959-04-14,13.877
1959-04-15,13.967
1959-04-16,13.994
1959-04-17,13.995
1959-04-18,13.982
1959-04-19,13.97
1959-04-20,13.949
1959-04-21,13.941
1959-04-22,13.976
1959-04-23,14.011
1959-04-24,14.058
1959-04-25,14.082
1959-04-26,14.22
1959-04-27,14.263
1959-04-28,14.321
1959-04-29,14.399
1959-04-30,14.373
1959-05-01,14.358
1959-05-02,14.376
1959-05-03,14.372
1959-05-04,14.338
1959-05-05,14.374
1959-05-06,14.461
1959-05-07,14.502
1959-05-08,14.509
1959-05-09,14.49
1959-05-10,14.479
1959-05-11,14.488
1959-05-12,14.587
1959-05-13,14.661
1959-05-14,14.684
1959-05-15,14.701
1959-05-16,14.73
1959-05-17,14.827
1959-05-18,14.8
1959-05-19,14.738
1959-05-20,14.776
1959-05-21,14.828
1959-05-22,14.93
1959-05-23,15.028
1959-05-24,15.053
1959-05-25,15.017
1959-05-26,15.021
1959-05-27,15.098
1959-05-28,15.13
1959-05-29,15.11
1959-05-30,15.069
1959-05-31,15.102
1959-06-01,15.179
1959-06-02,15.243
1959-06-03,15.352
1959-06-04,15.351
1959-06-05,15.332
1959-06-06,15.312
1959-06-07,15.298
1959-06-08,15.353
1959-06-09,15.394
1959-06-10,15.396
1959-06-11,15.386
1959-06-12,15.389
1959-06-13,15.364
1959-06-14,15.33
1959-06-15,15.418
1959-06-16,15.526
1959-06-17,15.603
1959-06-18,15.616
1959-06-19,15.614
1959-06-20,15.584
1959-06-21,15.555
1959-06-22,15.507
1959-06-23,15.519
1959-06-24,15.581
1959-06-25,15.622
1959-06-26,15.63
1959-06-27,15.63
1959-06-28,15.616
1959-06-29,15.603
1959-06-30,15.64
1959-07-01,15.658
1959-07-02,15.595
1959-07-03,15.556
1959-07-04,15.555
1959-07-05,15.57
1959-07-06,15.622
1959-07-07,15.691
1959-07-08,15.75
1959-07-09,15.774
1959-07-10,15.791
1959-07-11,15.861
1959-07-12,15.85
1959-07-13,15.85
1959-07-14,15.828
1959-07-15,15.747
1959-07-16,15.679
1959-07-17,15.679
1959-07-18,15.665
1959-07-19,15.681
1959-07-20,15.66
1959-07-21,15.652
1959-07-22,15.657
1959-07-23,15.584
1959-07-24,15.622
1959-07-25,15.621
1959-07-26,15.589
1959-07-27,15.621
1959-07-28,15.679
1959-07-29,15.793
1959-07-30,15.886
1959-07-31,15.897
1959-08-01,15.831
1959-08-02,15.754
1959-08-03,15.661
1959-08-04,15.646
1959-08-05,15.665
1959-08-06,15.702
1959-08-07,15.704
1959-08-08,15.728
1959-08-09,15.717
1959-08-10,15.728
1959-08-11,15.708
1959-08-12,15.61
1959-08-13,15.552
1959-08-14,15.503
1959-08-15,15.417
1959-08-16,15.391
1959-08-17,15.378
1959-08-18,15.401
1959-08-19,15.441
1959-08-20,15.44
1959-08-21,15.45
1959-08-22,15.441
1959-08-23,15.448
1959-08-24,15.444
1959-08-25,15.42
1959-08-26,15.431
1959-08-27,15.353
1959-08-28,15.328
1959-08-29,15.288
1959-08-30,15.284
1959-08-31,15.25
1959-09-01,15.246
1959-09-02,15.196
1959-09-03,15.11
1959-09-04,15.051
1959-09-05,15.007
1959-09-06,15.027
1959-09-07,15.017
1959-09-08,15.001
1959-09-09,14.94
1959-09-10,14.869
1959-09-11,14.811
1959-09-12,14.777
1959-09-13,14.783
1959-09-14,14.73
1959-09-15,14.718
1959-09-16,14.687
1959-09-17,14.657
1959-09-18,14.648
1959-09-19,14.58
1959-09-20,14.541
1959-09-21,14.5
1959-09-22,14.498
1959-09-23,14.526
1959-09-24,14.537
1959-09-25,14.529
1959-09-26,14.522
1959-09-27,14.508
1959-09-28,14.479
1959-09-29,14.454
1959-09-30,14.363
1959-10-01,14.386
1959-10-02,14.344
1959-10-03,14.293
1959-10-04,14.304
1959-10-05,14.266
1959-10-06,14.224
1959-10-07,14.174
1959-10-08,14.097
1959-10-09,14.087
1959-10-10,14.111
1959-10-11,14.043
1959-10-12,13.957
1959-10-13,13.881
1959-10-14,13.912
1959-10-15,13.91
1959-10-16,13.827
1959-10-17,13.834
1959-10-18,13.799
1959-10-19,13.709
1959-10-20,13.665
1959-10-21,13.619
1959-10-22,13.575
1959-10-23,13.535
1959-10-24,13.496
1959-10-25,13.426
1959-10-26,13.413
1959-10-27,13.377
1959-10-28,13.306
1959-10-29,13.219
1959-10-30,13.16
1959-10-31,13.131
1959-11-01,13.133
1959-11-02,13.139
1959-11-03,13.078
1959-11-04,13.006
1959-11-05,12.984
1959-11-06,12.884
1959-11-07,12.879
1959-11-08,12.862
1959-11-09,12.846
1959-11-10,12.904
1959-11-11,12.848
1959-11-12,12.751
1959-11-13,12.681
1959-11-14,12.601
1959-11-15,12.56
1959-11-16,12.494
1959-11-17,12.5
1959-11-18,12.497
1959-11-19,12.446
1959-11-20,12.435
1959-11-21,12.427
1959-11-22,12.405
1959-11-23,12.446
1959-11-24,12.421
1959-11-25,12.365
1959-11-26,12.274
1959-11-27,12.229
1959-11-28,12.313
1959-11-29,12.334
1959-11-30,12.292
1959-12-01,12.313
1959-12-02,12.339
1959-12-03,12.356
1959-12-04,12.245
1959-12-05,12.112
1959-12-06,12.068
1959-12-07,12.033
1959-12-08,12.074
1959-12-09,12.105
1959-12-10,12.103
1959-12-11,12.088
1959-12-12,12.063
1959-12-13,12.028
1959-12-14,11.991
1959-12-15,11.972
1959-12-16,11.974
1959-12-17,11.959
1959-12-18,11.959
1959-12-19,11.982
1959-12-20,11.986
1959-12-21,11.985
1959-12-22,11.969
1959-12-23,12.017
1959-12-24,12.041
1959-12-25,12.053
1959-12-26,12.111
1959-12-27,12.101
1959-12-28,12.12
1959-12-29,12.079
1959-12-30,12.054
1959-12-31,12.013
1960-01-01,11.96
1960-01-02,11.945
1960-01-03,11.934
1960-01-04,11.884
1960-01-05,11.901
1960-01-06,11.895
1960-01-07,11.903
1960-01-08,11.879
1960-01-09,11.907
1960-01-10,11.925
1960-01-11,11.902
1960-01-12,11.926
1960-01-13,11.912
1960-01-14,11.864
1960-01-15,11.812
1960-01-16,11.746
1960-01-17,11.712
1960-01-18,11.73
1960-01-19,11.729
1960-01-20,11.741
1960-01-21,11.755
1960-01-22,11.684
1960-01-23,11.676
1960-01-24,11.751
1960-01-25,11.883
1960-01-26,11.991
1960-01-27,12.05
1960-01-28,12.035
1960-01-29,11.999
1960-01-30,11.982
1960-01-31,11.976
1960-02-01,12.094
1960-02-02,12.195
1960-02-03,12.104
1960-02-04,12.022
1960-02-05,11.957
1960-02-06,11.935
1960-02-07,11.936
1960-02-08,11.992
1960-02-09,12.051
1960-02-10,12.06
1960-02-11,12.045
1960-02-12,12.107
1960-02-13,12.218
1960-02-14,12.24
1960-02-15,12.297
1960-02-16,12.339
1960-02-17,12.374
1960-02-18,12.353
1960-02-19,12.353
1960-02-20,12.402
1960-02-21,12.449
1960-02-22,12.446
1960-02-23,12.474
1960-02-24,12.463
1960-02-25,12.419
1960-02-26,12.403
1960-02-27,12.421
1960-02-28,12.463
1960-02-29,12.426
1960-03-01,12.315
1960-03-02,12.264
1960-03-03,12.287
1960-03-04,12.334
1960-03-05,12.336
1960-03-06,12.32
1960-03-07,12.296
1960-03-08,12.347
1960-03-09,12.403
1960-03-10,12.413
1960-03-11,12.342
1960-03-12,12.337
1960-03-13,12.332
1960-03-14,12.357
1960-03-15,12.457
1960-03-16,12.496
1960-03-17,12.476
1960-03-18,12.441
1960-03-19,12.427
1960-03-20,12.457
1960-03-21,12.486
1960-03-22,12.468
1960-03-23,12.488
1960-03-24,12.524
1960-03-25,12.563
1960-03-26,12.654
1960-03-27,12.812
1960-03-28,12.948
1960-03-29,12.99
1960-03-30,13.03
1960-03-31,13.061
1960-04-01,13.122
1960-04-02,13.201
1960-04-03,13.22
1960-04-04,13.308
1960-04-05,13.37
1960-04-06,13.38
1960-04-07,13.438
1960-04-08,13.425
1960-04-09,13.365
1960-04-10,13.321
1960-04-11,13.349
1960-04-12,13.414
1960-04-13,13.55
1960-04-14,13.689
1960-04-15,13.669
1960-04-16,13.663
1960-04-17,13.685
1960-04-18,13.692
1960-04-19,13.797
1960-04-20,13.898
1960-04-21,13.925
1960-04-22,13.956
1960-04-23,13.968
1960-04-24,13.932
1960-04-25,13.882
1960-04-26,13.859
1960-04-27,13.847
1960-04-28,13.818
1960-04-29,13.852
1960-04-30,13.878
1960-05-01,13.948
1960-05-02,13.978
1960-05-03,14.026
1960-05-04,14.067
1960-05-05,14.14
1960-05-06,14.195
1960-05-07,14.206
1960-05-08,14.253
1960-05-09,14.297
1960-05-10,14.325
1960-05-11,14.388
1960-05-12,14.468
1960-05-13,14.519
1960-05-14,14.538
1960-05-15,14.648
1960-05-16,14.712
1960-05-17,14.77
1960-05-18,14.762
1960-05-19,14.734
1960-05-20,14.741
1960-05-21,14.81
1960-05-22,14.898
1960-05-23,15.024
1960-05-24,15.095
1960-05-25,15.109
1960-05-26,15.163
1960-05-27,15.192
1960-05-28,15.209
1960-05-29,15.194
1960-05-30,15.204
1960-05-31,15.164
1960-06-01,15.157
1960-06-02,15.197
1960-06-03,15.263
1960-06-04,15.278
1960-06-05,15.27
1960-06-06,15.286
1960-06-07,15.321
1960-06-08,15.305
1960-06-09,15.298
1960-06-10,15.287
1960-06-11,15.332
1960-06-12,15.406
1960-06-13,15.456
1960-06-14,15.526
1960-06-15,15.535
1960-06-16,15.52
1960-06-17,15.523
1960-06-18,15.465
1960-06-19,15.517
1960-06-20,15.542
1960-06-21,15.545
1960-06-22,15.569
1960-06-23,15.585
1960-06-24,15.504
1960-06-25,15.431
1960-06-26,15.364
1960-06-27,15.362
1960-06-28,15.412
1960-06-29,15.474
1960-06-30,15.553
1960-07-01,15.53
1960-07-02,15.528
1960-07-03,15.568
1960-07-04,15.581
1960-07-05,15.544
1960-07-06,15.533
1960-07-07,15.499
1960-07-08,15.49
1960-07-09,15.515
1960-07-10,15.486
1960-07-11,15.496
1960-07-12,15.539
1960-07-13,15.583
1960-07-14,15.627
1960-07-15,15.636
1960-07-16,15.645
1960-07-17,15.652
1960-07-18,15.594
1960-07-19,15.575
1960-07-20,15.611
1960-07-21,15.655
1960-07-22,15.729
1960-07-23,15.686
1960-07-24,15.731
1960-07-25,15.819
1960-07-26,15.892
1960-07-27,15.895
1960-07-28,15.9
1960-07-29,15.871
1960-07-30,15.859
1960-07-31,15.8
1960-08-01,15.754
1960-08-02,15.752
1960-08-03,15.766
1960-08-04,15.726
1960-08-05,15.726
1960-08-06,15.736
1960-08-07,15.757
1960-08-08,15.796
1960-08-09,15.745
1960-08-10,15.705
1960-08-11,15.742
1960-08-12,15.716
1960-08-13,15.69
1960-08-14,15.686
1960-08-15,15.68
1960-08-16,15.717
1960-08-17,15.761
1960-08-18,15.759
1960-08-19,15.672
1960-08-20,15.583
1960-08-21,15.562
1960-08-22,15.518
1960-08-23,15.438
1960-08-24,15.332
1960-08-25,15.25
1960-08-26,15.17
1960-08-27,15.179
1960-08-28,15.203
1960-08-29,15.289
1960-08-30,15.254
1960-08-31,15.221
1960-09-01,15.179
1960-09-02,15.192
1960-09-03,15.266
1960-09-04,15.328
1960-09-05,15.356
1960-09-06,15.309
1960-09-07,15.191
1960-09-08,15.004
1960-09-09,14.894
1960-09-10,14.894
1960-09-11,14.906
1960-09-12,14.924
1960-09-13,14.91
1960-09-14,14.802
1960-09-15,14.713
1960-09-16,14.677
1960-09-17,14.666
1960-09-18,14.655
1960-09-19,14.658
1960-09-20,14.661
1960-09-21,14.579
1960-09-22,14.533
1960-09-23,14.549
1960-09-24,14.553
1960-09-25,14.543
1960-09-26,14.551
1960-09-27,14.558
1960-09-28,14.549
1960-09-29,14.545
1960-09-30,14.502
1960-10-01,14.482
1960-10-02,14.45
1960-10-03,14.481
1960-10-04,14.502
1960-10-05,14.499
1960-10-06,14.443
1960-10-07,14.359
1960-10-08,14.294
1960-10-09,14.192
1960-10-10,14.101
1960-10-11,14.073
1960-10-12,13.989
1960-10-13,13.988
1960-10-14,13.977
1960-10-15,13.924
1960-10-16,13.863
1960-10-17,13.793
1960-10-18,13.719
1960-10-19,13.641
1960-10-20,13.6
1960-10-21,13.564
1960-10-22,13.57
1960-10-23,13.579
1960-10-24,13.539
1960-10-25,13.461
1960-10-26,13.4
1960-10-27,13.403
1960-10-28,13.357
1960-10-29,13.305
1960-10-30,13.282
1960-10-31,13.308
1960-11-01,13.361
1960-11-02,13.385
1960-11-03,13.338
1960-11-04,13.271
1960-11-05,13.214
1960-11-06,13.133
1960-11-07,13.039
1960-11-08,12.949
1960-11-09,12.869
1960-11-10,12.857
1960-11-11,12.823
1960-11-12,12.752
1960-11-13,12.653
1960-11-14,12.587
1960-11-15,12.529
1960-11-16,12.592
1960-11-17,12.563
1960-11-18,12.478
1960-11-19,12.421
1960-11-20,12.334
1960-11-21,12.27
1960-11-22,12.235
1960-11-23,12.231
1960-11-24,12.257
1960-11-25,12.27
1960-11-26,12.281
1960-11-27,12.279
1960-11-28,12.248
1960-11-29,12.206
1960-11-30,12.164
1960-12-01,12.164
1960-12-02,12.188
1960-12-03,12.27
1960-12-04,12.311
1960-12-05,12.3
1960-12-06,12.347
1960-12-07,12.433
1960-12-08,12.48
1960-12-09,12.486
1960-12-10,12.443
1960-12-11,12.395
1960-12-12,12.347
1960-12-13,12.287
1960-12-14,12.283
1960-12-15,12.27
1960-12-16,12.26
1960-12-17,12.2
1960-12-18,12.192
1960-12-19,12.191
1960-12-20,12.211
1960-12-21,12.151
1960-12-22,12.128
1960-12-23,12.186
1960-12-24,12.185
1960-12-25,12.143
1960-12-26,12.131
1960-12-27,12.103
1960-12-28,12.072
1960-12-29,12.038
1960-12-30,12.026
1960-12-31,11.897
1961-01-01,11.851
1961-01-02,11.808
1961-01-03,11.804
1961-01-04,11.756
1961-01-05,11.738
1961-01-06,11.762
1961-01-07,11.837
1961-01-08,11.863
1961-01-09,11.861
1961-01-10,11.796
1961-01-11,11.785
1961-01-12,11.849
1961-01-13,11.862
1961-01-14,11.864
1961-01-15,11.864
1961-01-16,11.905
1961-01-17,11.934
1961-01-18,11.931
1961-01-19,11.94
1961-01-20,11.954
1961-01-21,11.967
1961-01-22,11.995
1961-01-23,12.06
1961-01-24,12.075
1961-01-25,12.022
1961-01-26,12.007
1961-01-27,12.024
1961-01-28,12.074
1961-01-29,12.105
1961-01-30,12.121
1961-01-31,12.157
1961-02-01,12.16
1961-02-02,12.176
1961-02-03,12.198
1961-02-04,12.227
1961-02-05,12.269
1961-02-06,12.273
1961-02-07,12.247
1961-02-08,12.125
1961-02-09,12.072
1961-02-10,12.071
1961-02-11,12.054
1961-02-12,12.083
1961-02-13,12.094
1961-02-14,12.069
1961-02-15,12.073
1961-02-16,12.113
1961-02-17,12.128
1961-02-18,12.213
1961-02-19,12.301
1961-02-20,12.395
1961-02-21,12.471
1961-02-22,12.505
1961-02-23,12.449
1961-02-24,12.391
1961-02-25,12.415
1961-02-26,12.426
1961-02-27,12.429
1961-02-28,12.416
1961-03-01,12.438
1961-03-02,12.435
1961-03-03,12.408
1961-03-04,12.393
1961-03-05,12.405
1961-03-06,12.443
1961-03-07,12.502
1961-03-08,12.581
1961-03-09,12.575
1961-03-10,12.562
1961-03-11,12.643
1961-03-12,12.685
1961-03-13,12.716
1961-03-14,12.752
1961-03-15,12.844
1961-03-16,12.89
1961-03-17,12.925
1961-03-18,12.857
1961-03-19,12.839
1961-03-20,12.91
1961-03-21,12.975
1961-03-22,13.065
1961-03-23,13.161
1961-03-24,13.162
1961-03-25,13.177
1961-03-26,13.196
1961-03-27,13.239
1961-03-28,13.267
1961-03-29,13.318
1961-03-30,13.41
1961-03-31,13.453
1961-04-01,13.45
1961-04-02,13.482
1961-04-03,13.575
1961-04-04,13.627
1961-04-05,13.627
1961-04-06,13.55
1961-04-07,13.549
1961-04-08,13.585
1961-04-09,13.563
1961-04-10,13.544
1961-04-11,13.666
1961-04-12,13.739
1961-04-13,13.752
1961-04-14,13.743
1961-04-15,13.763
1961-04-16,13.708
1961-04-17,13.72
1961-04-18,13.785
1961-04-19,13.919
1961-04-20,13.996
1961-04-21,14.042
1961-04-22,14.111
1961-04-23,14.129
1961-04-24,14.161
1961-04-25,14.187
1961-04-26,14.241
1961-04-27,14.246
1961-04-28,14.239
1961-04-29,14.285
1961-04-30,14.316
1961-05-01,14.297
1961-05-02,14.318
1961-05-03,14.375
1961-05-04,14.386
1961-05-05,14.434
1961-05-06,14.448
1961-05-07,14.502
1961-05-08,14.584
1961-05-09,14.551
1961-05-10,14.533
1961-05-11,14.527
1961-05-12,14.643
1961-05-13,14.729
1961-05-14,14.813
1961-05-15,14.91
1961-05-16,14.908
1961-05-17,14.957
1961-05-18,15.012
1961-05-19,15.042
1961-05-20,14.962
1961-05-21,14.958
1961-05-22,15.022
1961-05-23,15.097
1961-05-24,15.164
1961-05-25,15.225
1961-05-26,15.196
1961-05-27,15.191
1961-05-28,15.206
1961-05-29,15.225
1961-05-30,15.237
1961-05-31,15.28
1961-06-01,15.275
1961-06-02,15.3
1961-06-03,15.338
1961-06-04,15.324
1961-06-05,15.255
1961-06-06,15.308
1961-06-07,15.363
1961-06-08,15.444
1961-06-09,15.489
1961-06-10,15.506
1961-06-11,15.545
1961-06-12,15.508
1961-06-13,15.481
1961-06-14,15.448
1961-06-15,15.416
1961-06-16,15.325
1961-06-17,15.314
